,,,,Monkeypox lit search,,,
Rodent species binomial,zoonotic reservoir,mean.eq.prevalence,ecozone,Google Scholar,WOS,range overlap with human monkeypox,Notes
Delanymys_brooksi,0,0.305879715,Afrotropic,0,0,,
Lemniscomys_striatus,0,0.276371477,Afrotropic,5,0,1,
Rhabdomys_pumilio,1,0.26165854,Afrotropic,3,0,,plague reservoir
Georychus_capensis,0,0.25492096,Afrotropic,0,0,,
Heliophobius_argenteocinereus,0,0.254053147,Afrotropic,0,0,,
Acomys_subspinosus,0,0.253452031,Afrotropic,0,0,,
Hylomyscus_parvus,0,0.251283458,Afrotropic,0,0,,
Hylomyscus_aeta,0,0.250606349,Afrotropic,0,0,,
Lophuromys_melanonyx,0,0.246407188,Afrotropic,0,0,,
Megadendromus_nikolausi,0,0.246016205,Afrotropic,0,0,,
Dendromus_mesomelas,0,0.245982439,Afrotropic,0,0,,
Praomys_delectorum,0,0.245757297,Afrotropic,0,0,,
Hylomyscus_stella,0,0.245231393,Afrotropic,2,0,,
Hylomyscus_denniae,0,0.245204028,Afrotropic,0,0,,
Mus_bufo,0,0.244591845,Afrotropic,1,0,,
Myomyscus_brockmani,0,0.244408552,Afrotropic,0,0,,
Dendromus_mystacalis,0,0.244323548,Afrotropic,1,0,,
Grammomys_macmillani,0,0.244087674,Afrotropic,0,0,,
Taterillus_pygargus,0,0.243606434,Afrotropic,0,0,,
Acomys_cineraceus,0,0.24335937,Afrotropic,0,0,,
Myomyscus_verreauxii,0,0.243172835,Afrotropic,0,0,,
Acomys_percivali,0,0.242897302,Afrotropic,0,0,,
Monticolomys_koopmani,0,0.242042857,Afrotropic,0,0,,
Gerbillus_pusillus,0,0.241557651,Afrotropic,0,0,,
Colomys_goslingi,0,0.241298685,Afrotropic,0,0,,
Lemniscomys_macculus,0,0.24110714,Afrotropic,0,0,,
Acomys_wilsoni,0,0.241043992,Afrotropic,0,0,,
Mus_minutoides,0,0.240831011,Afrotropic,6,0,,
Grammomys_ibeanus,0,0.240654592,Afrotropic,0,0,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
