Rodent species,Zoonotic reservoir,X1.1_ActivityCycle,X5.1_AdultBodyMass_g,X13.1_AdultHeadBodyLen_mm,X2.1_AgeatEyeOpening_d,X3.1_AgeatFirstBirth_d,X18.1_BasalMetRate_mLO2hr,X5.2_BasalMetRateMass_g,X6.1_DietBreadth,X7.1_DispersalAge_d,X9.1_GestationLen_d,X12.1_HabitatBreadth,X22.1_HomeRange_km2,X22.2_HomeRange_Indiv_km2,X14.1_InterbirthInterval_d,X15.1_LitterSize,X16.1_LittersPerYear,X17.1_MaxLongevity_m,X13.2_NeonateHeadBodyLen_mm,X21.1_PopulationDensity_n.km2,X10.1_PopulationGrpSize,X23.1_SexualMaturityAge_d,X10.2_SocialGrpSize,X24.1_TeatNumber,X12.2_Terrestriality,X6.2_TrophicLevel,X25.1_WeaningAge_d,X5.4_WeaningBodyMass_g,X13.3_WeaningHeadBodyLen_mm,X5.5_AdultBodyMass_g_EXT,X16.2_LittersPerYear_EXT,X5.6_NeonateBodyMass_g_EXT,X5.7_WeaningBodyMass_g_EXT,X26.1_GR_Area_km2,X26.2_GR_MaxLat_dd,X26.3_GR_MinLat_dd,X26.4_GR_MidRangeLat_dd,X26.5_GR_MaxLong_dd,X26.6_GR_MinLong_dd,X26.7_GR_MidRangeLong_dd,X27.1_HuPopDen_Min_n.km2,X27.2_HuPopDen_Mean_n.km2,X27.3_HuPopDen_5p_n.km2,X27.4_HuPopDen_Change,X28.1_Precip_Mean_mm,X28.2_Temp_Mean_01degC,X30.1_AET_Mean_mm,X30.2_PET_Mean_mm,Production,postnatGR,RelAgeSexMat,RelAgeBirth,logNeoBM,Abrocomidae,Anomaluridae,Aplodontiidae,Bathyergidae,Calomyscidae,Capromyidae,Castoridae,Caviidae,Chinchillidae,Cricetidae,Ctenodactylidae,Ctenomyidae,Cuniculidae,Dasyproctidae,Dinomyidae,Dipodidae,Echimyidae,Erethizontidae,Geomyidae,Gliridae,Heptaxodontidae,Heteromyidae,Hystricidae,Muridae,Myocastoridae,Nesomyidae,Octodontidae,Pedetidae,Petromuridae,Platacanthomyidae,Sciuridae,Spalacidae,Thryonomyidae,ln.max.long,ln.litter.size,ln.litters.yr,ln.body.mass,ln.production,mean.prevalence,IUCN_binomial,Neotropic,Nearctic,Palearctic,Afrotropic,Indo-Malay,Australasia,Oceania,Antarctic
Bibimys_chacoensis,1,1.261,3.33220451,98.62158,14.56568,111.60753,56.89416,37.80075,2.64088889,75.51945,3.41881636,1.111,0.00430953,-5.7927413,32.322425,2.94664,4.47853025,38.60619,37.56521,6.04689294,14.27821,4.0033052,1.17275,4.854,1.275,2.218,23.16968,13.9398061,83.82115,28.8009,3.8321163,7.08848,47.6716027,8.8969794,-26.74,-28.14,-27.44,-58.46,-59.46,-58.96,7,3.59154222,7,0.06,106.51,210.14,1273.35,1391.54,0.7585173,4.99909724,0.06675511,0.08821568,0.42689723,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65341263,1.08066554,1.49929492,1.2036341,2.57996046,0.24251888,Bibimys chacoensis,1,0,0,0,0,0,0,0
Bibimys_labiosus,0,1.306,3.96494389,112.43069,14.57651,110.4477,69.36727,57.4899127,2.705,78.95426,3.38917533,1.137,0.00253267,-6.0762622,32.64993,2.86107,4.72372,44.1553229,36.18401,6.11921339,12.01526,4.08044565,1.28913,4.76,1.318,2.173,23.3264533,18.3003061,89.21146,42.54272,3.8200763,7.04021,51.8158427,9.99198824,-19.07,-20.64,-19.86,-42.99,-44.59,-43.79,12,4.76575725,12,0.05,115.72,205.96,1089.22,1289.71,0.73856686,5.04141085,0.05278883,0.08106226,0.56510836,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78771348,1.05119568,1.55259663,1.3774917,2.60379231,0.22898997,Bibimys labiosus,1,0,0,0,0,0,0,0
Bibimys_torresi,0,1.138,3.33220451,94.01407,14.4083757,109.94242,43.4004,29.74537,2.707,71.66443,3.35115021,1.06,0.00468977,-5.7075051,31.985535,3.38942,4.896874,36.29566,34.39502,6.16580785,18.59294,3.93120028,1.2275,5.075,1.234,2.069,22.80702,12.8972561,77.60228,26.58349,3.8225163,7.18881,47.1597727,11.6774561,-26.78,-34.62,-30.7,-54.1,-59.02,-56.56,3,3.88588435,3,0.07,113.47,197.37,1151.52,1252.86,0.76573026,5.14523431,0.0569065,0.08228426,0.32995916,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59169818,1.22065882,1.58859704,1.2036341,2.80925586,0.25066222,Bibimys torresi,1,0,0,0,0,0,0,0
Blarinomys_breviceps,0,1.824,3.60522607,104.55,13.63232,119.62593,79.21073,72.4463327,1,77.70707,3.37962971,2,0.00567453,-5.6556749,40.35411,1.21,4.04219,47.61566,41.6086,5.80155332,9.04859,4.19912413,1.717,4.727,1,3,21.55296,22.3563,104.77648,56.10387,3.6759463,8.02782,84.7142327,11.8741881,-14.86,-22.79,-18.83,-39,-44.78,-41.89,11,4.66428779,14,0.06,119.91,212.5,1260.75,1445.91,0.6699207,5.07385177,0.05507849,0.08080429,0.5814672,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8631617,0.19062036,1.39678662,1.28238448,1.58740698,0.2208135,Blarinomys breviceps,1,0,0,0,0,0,0,0
Brucepattersonius_griserufescens,0,1.306,4.31305136,122.04341,15.15832,123.15967,93.7848,80.7232527,2.703,82.57927,3.436265,1.087,0.00249655,-6.0109656,38.44429,2.25322,5.13504,49.2506129,46.94134,5.67981471,10.92471,4.21447538,1.07288,4.928,1.614,2.049,24.86733,24.353,100.52798,55.13486,3.7461863,8.32262,57.2536327,10.613975,5.01852,-1.5836224,1.46389,-14.62368,-31.606512,-45.148913,8.822,4.58381909,14.1995163,0.09398341,134.69524,208.670623,1325.27938,1527.64118,0.75866495,5.05208342,0.0550296,0.08054945,0.64663329,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89692181,0.8123603,1.63608763,1.46164563,2.44844794,0.21298751,Brucepattersonius griserufescens,1,0,0,0,0,0,0,0
Brucepattersonius_guarani,0,1.306,4.31305136,122.04341,15.15832,123.15967,93.7848,80.7232527,2.703,82.57927,3.436265,1.087,0.00249655,-6.0109656,38.44429,2.25322,5.13504,49.2506129,46.94134,5.67981471,10.92471,4.21447538,1.07288,4.928,1.614,2.049,24.86733,24.353,100.52798,55.13486,3.7461863,8.32262,57.2536327,10.613975,5.01852,-1.5836224,1.46389,-14.62368,-31.606512,-45.148913,8.822,4.58381909,14.1995163,0.09398341,134.69524,208.670623,1325.27938,1527.64118,0.75866495,5.05208342,0.0550296,0.08054945,0.64663329,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89692181,0.8123603,1.63608763,1.46164563,2.44844794,0.21298751,Brucepattersonius guarani,1,0,0,0,0,0,0,0
Brucepattersonius_igniventris,0,1.306,4.31305136,122.04341,15.15832,123.15967,93.7848,80.7232527,2.703,82.57927,3.436265,1.087,0.00249655,-6.0109656,38.44429,2.25322,5.13504,49.2506129,46.94134,5.67981471,10.92471,4.21447538,1.07288,4.928,1.614,2.049,24.86733,24.353,100.52798,55.13486,3.7461863,8.32262,57.2536327,10.613975,5.01852,-1.5836224,1.46389,-14.62368,-31.606512,-45.148913,8.822,4.58381909,14.1995163,0.09398341,134.69524,208.670623,1325.27938,1527.64118,0.75866495,5.05208342,0.0550296,0.08054945,0.64663329,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89692181,0.8123603,1.63608763,1.46164563,2.44844794,0.21298751,Brucepattersonius igniventris,1,0,0,0,0,0,0,0
Brucepattersonius_iheringi,0,1.256,3.76120012,107.70891,13.84985,109.86479,63.28162,46.98525,1,73.69392,3.37266959,1.246,0.00369401,-5.9381308,32.516945,3.10179,5.01638,34.0073,35.88851,6.10334154,14.96249,3.9506202,1.4385,4.929,1.446,3,22.56495,17.1781161,94.9262,33.46138,3.8110463,7.07682,72.6142827,11.4508403,-25.58,-33.68,-29.63,-48.63,-55.57,-52.1,3,4.0305169,5,0.07,125.57,180.76,1078.69,1246.11,0.76528217,5.18795113,0.05917523,0.083021,0.46029337,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52657521,1.13197936,1.61270856,1.32473809,2.74468792,0.25881596,Brucepattersonius iheringi,1,0,0,0,0,0,0,0
Brucepattersonius_misionensis,0,1.306,4.31305136,122.04341,15.15832,123.15967,93.7848,80.7232527,2.703,82.57927,3.436265,1.087,0.00249655,-6.0109656,38.44429,2.25322,5.13504,49.2506129,46.94134,5.67981471,10.92471,4.21447538,1.07288,4.928,1.614,2.049,24.86733,24.353,100.52798,55.13486,3.7461863,8.32262,57.2536327,10.613975,5.01852,-1.5836224,1.46389,-14.62368,-31.606512,-45.148913,8.822,4.58381909,14.1995163,0.09398341,134.69524,208.670623,1325.27938,1527.64118,0.75866495,5.05208342,0.0550296,0.08054945,0.64663329,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89692181,0.8123603,1.63608763,1.46164563,2.44844794,0.21298751,Brucepattersonius misionensis,1,0,0,0,0,0,0,0
Brucepattersonius_paradisus,0,1.306,4.31305136,122.04341,15.15832,123.15967,93.7848,80.7232527,2.703,82.57927,3.436265,1.087,0.00249655,-6.0109656,38.44429,2.25322,5.13504,49.2506129,46.94134,5.67981471,10.92471,4.21447538,1.07288,4.928,1.614,2.049,24.86733,24.353,100.52798,55.13486,3.7461863,8.32262,57.2536327,10.613975,5.01852,-1.5836224,1.46389,-14.62368,-31.606512,-45.148913,8.822,4.58381909,14.1995163,0.09398341,134.69524,208.670623,1325.27938,1527.64118,0.75866495,5.05208342,0.0550296,0.08054945,0.64663329,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89692181,0.8123603,1.63608763,1.46164563,2.44844794,0.21298751,Brucepattersonius paradisus,1,0,0,0,0,0,0,0
Brucepattersonius_soricinus,0,1.306,4.31305136,122.04341,15.15832,123.15967,93.7848,80.7232527,2.703,82.57927,3.436265,1.087,0.00249655,-6.0109656,38.44429,2.25322,5.13504,49.2506129,46.94134,5.67981471,10.92471,4.21447538,1.07288,4.928,1.614,2.049,24.86733,24.353,100.52798,55.13486,3.7461863,8.32262,57.2536327,10.613975,5.01852,-1.5836224,1.46389,-14.62368,-31.606512,-45.148913,8.822,4.58381909,14.1995163,0.09398341,134.69524,208.670623,1325.27938,1527.64118,0.75866495,5.05208342,0.0550296,0.08054945,0.64663329,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89692181,0.8123603,1.63608763,1.46164563,2.44844794,0.21298751,Brucepattersonius soricinus,1,0,0,0,0,0,0,0
Callistomys_pictus,0,1.78825,6.25188462,250.48964,7.44012,208.11532,271.22278,462.89108,2.11574074,157.07664,4.15381017,1.519,0.00435428,-5.6743809,75.7162,1.874585,4.80095,64.9616429,78.51312,6.22544905,23.56694,4.52284575,2.01548,3.669,1.453,1.114,25.95923,115.19968,180.53395,520.52599,2.41294,11.67607,133.104853,10.5393739,-11.33,-13.77,-12.55,-37.36,-39.75,-38.55,17,5.35936543,20,0.08,123.66,239.11,1250.37,1682.91,0.45912263,4.0500853,0.05604112,0.07945379,1.47043101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17379699,0.6283873,1.56881382,1.83288296,2.19720112,0.19188691,Callistomys pictus,1,0,0,0,0,0,0,0
Calomys_boliviae,0,1.677,3.29583687,97.47217,12.8682657,88.01639,43.79915,28.11351,3.02,74.01659,3.23578155,1.277,0.00144255,-6.6640336,27.619715,3.92284,5.211264,31.25558,33.1695,7.32803961,14.45893,3.77939836,1.57163,6.073,1.187,2.034,19.09321,11.2647,80.8064,29.22033,4.20314857,6.90183,49.2263927,11.5912578,-17.09,-22.5,-19.8,-63.82,-66.27,-65.04,3,2.50878592,3,0.09,59.05,134.45,760.61,1425.07,0.7782192,4.81001575,0.06623061,0.08804438,0.31762724,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44219792,1.36681588,1.65082244,1.19266012,3.01763832,0.27415138,Calomys boliviae,1,0,0,0,0,0,0,0
Calomys_callidus,1,1.136,3.29583687,92.82192,12.54529,92.7104,43.42978,27.51772,3.03681818,72.82009,3.2692313,1.353,0.00162598,-6.6863056,28.95697,3.31001,5.48417,36.377,35.78187,7.05032171,13.56774,2.60786147,1.16313,5.953,1.475,1.72,20.35898,10.85095,84.79891,21.94283,4.05773857,7.57871,56.3844727,11.8355055,5.18015,-6.0996483,-0.56022,-12.20426,-35.047232,-44.03915,4.005,4.30382834,6.9785,0.09554,107.33862,192.774485,1093.48057,1476.23823,0.76922551,4.52596007,0.05442218,0.07886333,0.31497294,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59393671,1.19695121,1.70186576,1.19266012,2.89881697,0.25437318,Calomys callidus,1,0,0,0,0,0,0,0
Calomys_callosus,1,1.771,3.80555076,111.0547,12.69943,42,55.82,48,3.317,66.22937,3.08190997,2,0.0019694,-6.3203715,21,4.91,3,40.14251,33.44224,5.87014401,11.75903,3.76537743,1.67184091,7.463,1,1.914,18.33,12.05,89.82295,37.76292,4.12018487,7.13459,55.8666127,12.1149428,13.09554,0.59514,4.03974178,22.83561,0.73069,13.7895296,5.057,4.23728069,8.25592857,0.10171633,79.6211223,155.523213,823.75322,1357.05607,0.5964601,5.02083333,0.04638378,0.0740992,0.38021124,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69243587,1.59127394,1.09861229,1.33646073,2.68988623,0.23944771,Calomys callosus,1,0,0,0,0,0,0,0
Calomys_expulsus,0,1.266,3.68537332,106.47453,12.15972,95.29336,50.69692,36.89989,2.89674074,76.78223,3.31468874,1.393,0.00134549,-6.6202445,29.86023,3.07248,5.44836,37.5855,37.14883,7.08656233,13.66656,3.74397721,1.17463,5.275,1.456,1.649,19.650506,12.74834,89.94021,30.53193,4.00746429,7.68451,57.4991527,11.4201589,2.13499377,-5.3051557,-1.62998,3.95923,-17.075572,0.44708579,7.681,4.52268108,12.268,0.10235115,106.25676,183.94532,1104.05113,1460.70407,0.75879924,4.61793068,0.05096081,0.07755742,0.37204817,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62661834,1.12248505,1.69531465,1.30437183,2.8177997,0.25068179,Calomys expulsus,1,0,0,0,0,0,0,0
Calomys_hummelincki,0,1,3.29583687,88.7444338,16.1756357,122.36916,50.05644,31.00856,3.27288889,69.78183,3.2675113,1,0.00350629,-5.8736036,34.865305,4.00646,4.40301625,44.52411,38.59768,5.66881554,20.43792,4.223466,1.05,6.442,1,1.957,25.5216,17.7259161,81.58207,19.9913,3.76982201,7.94342,50.4552227,12.7184765,12.19,5.54,8.87,-61.01,-72.19,-66.6,0,3.21406427,0,0.14,105.43,258.3,1295.97,1746.07,0.78905573,6.7647517,0.07877375,0.09650963,0.24983767,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79603084,1.38790806,1.48228982,1.19266012,2.87019788,0.22279179,Calomys hummelincki,1,0,0,0,0,0,0,0
Calomys_laucha,1,1.283,2.63905733,76.324372,13.0695557,92.21622,30.6526,18.69295,3,85.46586,3.21887583,2,0.00265703,-6.00078,30.3749055,5.3,3.23236625,29.74265,31.47828,6.07311884,16.65545,3.92854694,1.38925,6.631,2,2,19.885226,7.65674611,80.24032,23.95336,3.8797663,6.94319,51.5690727,14.0300363,-15.11,-39.11,-27.11,-53.67,-65.97,-59.82,0,3.15188096,0,0.07,82.65,198.33,953.17,1186.92,0.68399695,4.28003253,0.070216,0.09058377,0.1371256,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39258204,1.66770682,1.17321445,0.97042178,2.84092128,0.27410481,Calomys laucha,1,0,0,0,0,0,0,0
Calomys_lepidus,0,1.89,3.02480552,92.77036,12.9806457,84.48288,28.8,16,3.398,71.73474,3.17005977,1,0.00172099,-6.6113134,20.75,4.29,5.267414,33.06537,32.67674,7.44624047,24.1953,3.82630673,2.11559091,6.291,1,2.049,19.120896,10.3941075,75.83791,28.27549,4.69,7.15004,50.4922227,13.2937337,-9.22,-23.53,-16.37,-64.61,-76.61,-70.61,0,2.79971739,0,0.06,74.28,67.19,667.13,1296.93,0.81874063,4.77630241,0.06282602,0.08519776,0.30103,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49848651,1.45628673,1.66153954,1.1068468,3.11782627,0.26786781,Calomys lepidus,1,0,0,0,0,0,0,0
Calomys_musculinus,1,1.379,3.0056826,82.9191662,14.6754057,102.48663,27.59,16.9,3,61.67401,3.04309285,1,0.00470071,-5.7565521,30.68672,6.27,4.147504,39.21934,32.20192,5.53469299,29.42838,4.331128,1.49594091,6.763,1,2,23.55115,13.4588861,69.20793,23.68578,3.8428863,7.04352,53.9719527,13.6760356,-22.73,-40.5,-31.61,-57.54,-68.49,-63.02,0,3.39249294,1,0.08,51.57,145.66,620,975.64,0.81631569,6.09989345,0.06099035,0.0810648,0.22778727,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66916999,1.83577636,1.42250671,1.1005047,3.25828306,0.23840953,Calomys musculinus,1,0,0,0,0,0,0,0
Calomys_sorellus,0,1.525,2.99573227,93.42542,13.01685,88.30103,46.8454967,24.71841,3.098,76.23734,3.22373754,1.367,0.00129786,-6.7305628,27.756805,3.79877,5.238714,30.44014,32.99198,7.18998822,15.01446,3.79678876,1.60525,6.063,1.326,2.007,19.73791,10.73662,81.97565,27.9828,4.22863857,7.08109,50.8826627,12.2329088,-6.35,-16.74,-11.55,-70.55,-79.24,-74.89,3,3.18096625,4,0.06,62.31,70.89,726.99,1342.9,0.78958646,4.76170298,0.06522401,0.0878371,0.34036615,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41576213,1.33467733,1.65607605,1.0971887,2.99075338,0.27718366,Calomys sorellus,1,0,0,0,0,0,0,0
Calomys_tener,1,1.244,2.62466859,69.2,13.1557557,96.28034,32.93245,20.59475,3.143,76.33936,3.27521036,1.354,0.00239439,-6.1464077,30.620595,3.41605,5.02637,36.91108,34.40878,6.04793145,12.19486,3.69808489,1.33013,5.69,1.538,2.043,20.442706,8.50527611,80.90992,23.07218,3.89792201,7.47718,52.5256227,13.7270636,-12.41,-24.88,-18.65,-40.09,-49.17,-44.63,1,4.51895849,3,0.06,121.18,207.69,1117.14,1407.18,0.76171829,4.31476774,0.05703287,0.07705746,0.1555002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.60851178,1.22848491,1.61469805,0.96495464,2.84318297,0.2484897,Calomys tener,1,0,0,0,0,0,0,0
Calomys_tocantinsi,0,1.306,4.31305136,122.04341,15.15832,123.15967,93.7848,80.7232527,2.703,82.57927,3.436265,1.087,0.00249655,-6.0109656,38.44429,2.25322,5.13504,49.2506129,46.94134,5.67981471,10.92471,4.21447538,1.07288,4.928,1.614,2.049,24.86733,24.353,100.52798,55.13486,3.7461863,8.32262,57.2536327,10.613975,5.01852,-1.5836224,1.46389,-14.62368,-31.606512,-45.148913,8.822,4.58381909,14.1995163,0.09398341,134.69524,208.670623,1325.27938,1527.64118,0.75866495,5.05208342,0.0550296,0.08054945,0.64663329,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89692181,0.8123603,1.63608763,1.46164563,2.44844794,0.21298751,Calomys tocantinsi,1,0,0,0,0,0,0,0
Calomys_venustus,0,1.129,3.89853242,111.915,12.29836,97.33268,70.78,49.5,2.67374074,77.8168,3.36851657,1.348,0.0020811,-6.2372039,30.84683,2.86363,5.22635,37.95532,37.13096,6.33967153,11.85091,3.82490519,1.12751,5.028,1.487,1.685,20.03889,16.0918461,92.68439,38.98478,3.9145063,7.15599,57.6215927,11.1783096,-0.1491679,-6.315657,-3.19939,-13.98953,-34.945502,-44.13972,7.105,4.33843064,10.521,0.09396901,108.895223,191.311795,1136.04274,1470.51719,0.75245292,4.82208342,0.05082745,0.07919508,0.52173233,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63640968,1.05209005,1.65371314,1.36060018,2.70580319,0.24618191,Calomys venustus,1,0,0,0,0,0,0,0
Capromys_pilorides,0,1.778,8.55641391,391.63085,0.99664,392.2614,604.9,2630,3,738.216286,4.82831374,1,0.15543006,-2.4077572,240.563036,2,2.39438,136,157.494,2.90590795,39.03385,5.75142913,3.24946,4,2,2,41.99,1047.05743,287.08331,1512.56624,1.50464,16.37618,595.50551,11.6028656,23.19,19.82,21.51,-74.13,-84.95,-79.54,2,4.66098325,16,0.02,103.29,252.28,1271,1782.03,-0.1007135,8.23923549,0.07711765,0.1360622,2.29992113,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91265489,0.69314718,0.87312433,2.14668117,1.56627151,0.12147463,Capromys pilorides,1,0,0,0,0,0,0,0
Carterodon_sulcidens,0,1.878,4.73444252,154.88013,11.3834878,102.16199,123.34864,116.891803,2.22,81.46686,3.46657151,2,0.00138062,-6.5974324,53.86094,2.71307,3.72887,41.73074,45.49591,7.24531641,7.25617,4.3238187,1.20453,4.539,1,1.192,20.62915,30.788245,127.95672,100.787552,3.52884,7.58317,67.2526627,13.0311943,-12.64,-21.02,-16.83,-41.44,-48.22,-44.83,1,3.22246936,3,0.06,114.85,210.78,1069.7,1408.89,0.50085435,4.65891775,0.06817457,0.08969948,0.75983234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73123803,0.99808084,1.31610524,1.55486398,2.31418607,0.23910216,Carterodon sulcidens,1,0,0,0,0,0,0,0
Cavia_aperea,0,2,6.26221661,272.98393,6.49705,216.62197,343.97989,587.21558,1,209.92053,4.12228393,2,0.000922,-6.7422408,76.7569858,2.14,5,79.32147,80.81876,7.49940669,21.96653,4.21153483,3.757,2,1,1,20.86,142.52,183.10705,576.72421,2.42629,11.86651,148.991463,15.63542,10.58,-39.01,-14.21,-35.63,-79.01,-57.32,0,3.58656984,1,0.09,110.01,199.61,1080.55,1355.27,0.46361347,2.441247,0.05224048,0.07873322,1.76626409,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37350884,0.76080583,1.60943791,1.83453421,2.37024374,0.17536404,Cavia aperea,1,0,0,0,0,0,0,0
Cavia_fulgida,0,2.01425,5.64367855,241.52093,6.88569,205.38711,277.87144,455.06888,1.848,175.97632,4.15956861,1,0.00786233,-5.5200199,72.04271,1.34,5,66.8064729,79.24816,6.22222553,17.9708,4.42100861,2.55706,2,1,1.073,20.88,116.20181,178.1481,523.42223,2.41352833,11.92001,141.468143,12.5906654,-12.32,-24.22,-18.27,-38.12,-46.85,-42.48,7,5.33792262,13,0.06,125.59,210.43,1271.41,1476.92,0.44967523,3.7045717,0.04986122,0.07581158,1.51493338,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.20179998,0.29266961,1.60943791,1.73053608,1.90210753,0.18970966,Cavia fulgida,1,0,0,0,0,0,0,0
Cavia_magna,0,2.28725,6.13120475,241.17353,7.11841,203.39042,255.24142,398.653133,1.932,139.88168,4.18130734,1,0.00637802,-5.6512368,60.76311,2.226105,5,61.15571,75.74038,6.56381612,22.89448,4.40941311,2.0568,2,1,1.042,20.88,118.2486,174.85939,505.3163,2.50100833,11.02726,135.435333,12.0922927,-25.86,-34.97,-30.42,-48.47,-55.45,-51.96,3,3.99966752,5,0.06,119.18,166.22,1050.43,1211.45,0.47046308,4.58853126,0.05273576,0.07799741,1.51728552,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11342324,0.80025342,1.60943791,1.81339126,2.40969133,0.19840394,Cavia magna,1,0,0,0,0,0,0,0
Cavia_tschudii,0,1.978,6.90775528,276.62841,6.18278,230.01784,439.40076,693.24668,1.985,242.45642,4.14297598,2,0.00710106,-5.2937051,78.4028658,1.9,5,88.6077229,82.84961,6.18681073,21.23792,4.5796474,2.89687,2,1,1.111,20.88,160.36419,192.14432,614.8664,2.30057833,11.7562,155.267893,14.1062608,-6.33,-27.68,-17,-57.64,-80.05,-68.85,0,3.21164978,1,0.12,91.24,163.41,973.18,1404.93,0.42248044,3.55399962,0.05299145,0.0791852,1.62927857,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48421902,0.64185389,1.60943791,1.93264473,2.2512918,0.16493433,Cavia tschudii,1,0,0,0,0,0,0,0
Chaetomys_subspinosus,0,1,7.17011185,599.52,0.25598,398.32064,1823.34718,4919.7559,3,793.587156,4.76035692,1,0.38319463,-1.6865416,233.574376,1.26428,2.00826,178.7138,187.1019,3.2219528,28.35861,5.76873418,1,6.475,2,1,101.55999,1670.27869,296.54271,1673.50619,1.54770833,14.56309,611.92015,11.6100663,-11.15,-21.41,-16.28,-37.29,-41.84,-39.57,7,4.72108481,12,0.08,127.76,227.64,1367.24,1632.72,-0.2022249,7.53412963,0.09217863,0.14195803,2.43444354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18578564,0.23450279,0.69726868,1.96992125,0.93177147,0.10175699,Chaetomys subspinosus,1,0,0,0,0,0,0,0
