Rodent species,Zoonotic reservoir,X1.1_ActivityCycle,X5.1_AdultBodyMass_g,X13.1_AdultHeadBodyLen_mm,X2.1_AgeatEyeOpening_d,X3.1_AgeatFirstBirth_d,X18.1_BasalMetRate_mLO2hr,X5.2_BasalMetRateMass_g,X6.1_DietBreadth,X7.1_DispersalAge_d,X9.1_GestationLen_d,X12.1_HabitatBreadth,X22.1_HomeRange_km2,X22.2_HomeRange_Indiv_km2,X14.1_InterbirthInterval_d,X15.1_LitterSize,X16.1_LittersPerYear,X17.1_MaxLongevity_m,X13.2_NeonateHeadBodyLen_mm,X21.1_PopulationDensity_n.km2,X10.1_PopulationGrpSize,X23.1_SexualMaturityAge_d,X10.2_SocialGrpSize,X24.1_TeatNumber,X12.2_Terrestriality,X6.2_TrophicLevel,X25.1_WeaningAge_d,X5.4_WeaningBodyMass_g,X13.3_WeaningHeadBodyLen_mm,X5.5_AdultBodyMass_g_EXT,X16.2_LittersPerYear_EXT,X5.6_NeonateBodyMass_g_EXT,X5.7_WeaningBodyMass_g_EXT,X26.1_GR_Area_km2,X26.2_GR_MaxLat_dd,X26.3_GR_MinLat_dd,X26.4_GR_MidRangeLat_dd,X26.5_GR_MaxLong_dd,X26.6_GR_MinLong_dd,X26.7_GR_MidRangeLong_dd,X27.1_HuPopDen_Min_n.km2,X27.2_HuPopDen_Mean_n.km2,X27.3_HuPopDen_5p_n.km2,X27.4_HuPopDen_Change,X28.1_Precip_Mean_mm,X28.2_Temp_Mean_01degC,X30.1_AET_Mean_mm,X30.2_PET_Mean_mm,Production,postnatGR,RelAgeSexMat,RelAgeBirth,logNeoBM,Abrocomidae,Anomaluridae,Aplodontiidae,Bathyergidae,Calomyscidae,Capromyidae,Castoridae,Caviidae,Chinchillidae,Cricetidae,Ctenodactylidae,Ctenomyidae,Cuniculidae,Dasyproctidae,Dinomyidae,Dipodidae,Echimyidae,Erethizontidae,Geomyidae,Gliridae,Heptaxodontidae,Heteromyidae,Hystricidae,Muridae,Myocastoridae,Nesomyidae,Octodontidae,Pedetidae,Petromuridae,Platacanthomyidae,Sciuridae,Spalacidae,Thryonomyidae,ln.max.long,ln.litter.size,ln.litters.yr,ln.body.mass,ln.production,mean.prevalence,IUCN_binomial,Neotropic,Nearctic,Palearctic,Afrotropic,Indo-Malay,Australasia,Oceania,Antarctic
Abrothrix_hershkovitzi,0,1.712,3.98464108,122.81853,13.97287,107.5125,80.44478,56.7769,4.087,99.13294,3.19951388,1.997,0.00396719,-6.2898343,34.6285038,4.62139583,2.49111958,25.31449,37.97311,6.34391106,29.392,4.16857355,1.68945,7.379,1.233,2.07581579,24.86698,93.6124981,96.83982,104.1255,4.0796363,7.30579,62.5511627,7.48196125,-53.65,-55.9,-54.77,-67.25,-70.89,-69.07,0,1.46787435,0,0.02,35.19,36.26,396.65081,598.898925,0.61679207,7.4894396,0.15655647,0.10564885,0.55241465,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23137696,1.53069679,0.91273224,1.38244724,2.44342903,0.29724175,,NA,NA,NA,NA,NA,NA,NA,NA
Abrothrix_markhami,0,1.584,4.22366544,132.72676,14.38276,125.59585,117.15239,95.42535,3.187,103.09494,3.42073837,1.741,0.00688033,-5.836317,49.31671,3.22327,2.82778625,34.71906,47.76983,5.40489244,25.91235,4.53804718,1.84748,5.442,1.27,1.927,26.71273,105.076822,107.60683,106.39835,3.5771763,7.76464,66.4042227,8.7134456,-48.67,-50.06,-49.37,-74.38,-75.47,-74.92,0,0.52472853,0,0,281.3,46.78,359.8,563.33,0.55320604,6.82214972,0.13693829,0.1012576,0.67153793,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54728882,1.17039637,1.03949416,1.44070334,2.20989053,0.25263201,,NA,NA,NA,NA,NA,NA,NA,NA
Acomys_chudeaui,0,1.912,4.51493278,139.11028,11.28139,105.38891,102.975,89.1270227,2.35874074,84.82819,3.38523489,1.62,0.00128913,-6.6243869,42.5861,2.554315,4.57441,43.86108,44.04353,7.46570331,11.23052,4.1758401,1.75275,4.03,1.369,1.867,20.42441,24.73418,112.19194,80.57718,3.92016,7.7489,67.0784627,10.6088513,0.05392,-4.5405513,-2.5303882,37.87502,32.0901239,35.69993,10.673,4.62554005,15.7035,0.12321536,95.30724,182.815173,1068.20287,1471.97762,0.69502897,4.44246829,0.05045853,0.07915794,0.72272499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.78102737,0.93778409,1.52047773,1.5073903,2.45826182,0.23441129,,NA,NA,NA,NA,NA,NA,NA,NA
Akodon_aliquantulus,0,1.306,4.31305136,122.04341,15.15832,123.15967,93.7848,80.7232527,2.703,82.57927,3.436265,1.087,0.00249655,-6.0109656,38.44429,2.25322,5.13504,49.2506129,46.94134,5.67981471,10.92471,4.21447538,1.07288,4.928,1.614,2.049,24.86733,24.353,100.52798,55.13486,3.7461863,8.32262,57.2536327,10.613975,5.01852,-1.5836224,1.46389,-14.62368,-31.606512,-45.148913,8.822,4.58381909,14.1995163,0.09398341,134.69524,208.670623,1325.27938,1527.64118,0.75866495,5.05208342,0.0550296,0.08054945,0.64663329,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89692181,0.8123603,1.63608763,1.46164563,2.44844794,0.21298751,not_assessed,NA,NA,NA,NA,NA,NA,NA,NA
Akodon_leucolimnaeus,0,1.306,4.31305136,122.04341,15.15832,123.15967,93.7848,80.7232527,2.703,82.57927,3.436265,1.087,0.00249655,-6.0109656,38.44429,2.25322,5.13504,49.2506129,46.94134,5.67981471,10.92471,4.21447538,1.07288,4.928,1.614,2.049,24.86733,24.353,100.52798,55.13486,3.7461863,8.32262,57.2536327,10.613975,5.01852,-1.5836224,1.46389,-14.62368,-31.606512,-45.148913,8.822,4.58381909,14.1995163,0.09398341,134.69524,208.670623,1325.27938,1527.64118,0.75866495,5.05208342,0.0550296,0.08054945,0.64663329,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89692181,0.8123603,1.63608763,1.46164563,2.44844794,0.21298751,,NA,NA,NA,NA,NA,NA,NA,NA
Akodon_neocenus,0,1.396,3.74691249,113.19406,13.98881,101.33695,63.91051,49.22592,3.196,68.50668,3.23315068,1.644,0.00690097,-5.7804845,30.82871,4.11176583,2.68368625,30.13555,34.29161,6.52218182,26.83154,3.89921245,1.42935,6.396,1.113,2.02281579,23.8619633,28.98086,80.01746,42.75558,3.88903,6.33483,44.7139927,11.2155879,-38.06,-40.72,-39.39,-61.97,-69.4,-65.68,0,1.62531126,0,0.13,24.08,140.94,338.65,765.03,0.6369609,5.77565791,0.10525417,0.10132901,0.48912912,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.40570554,1.41385258,0.98719132,1.32093216,2.4010439,0.27566507,not_assessed,NA,NA,NA,NA,NA,NA,NA,NA
Akodon_oenos,0,1.306,4.31305136,122.04341,15.15832,123.15967,93.7848,80.7232527,2.703,82.57927,3.436265,1.087,0.00249655,-6.0109656,38.44429,2.25322,5.13504,49.2506129,46.94134,5.67981471,10.92471,4.21447538,1.07288,4.928,1.614,2.049,24.86733,24.353,100.52798,55.13486,3.7461863,8.32262,57.2536327,10.613975,5.01852,-1.5836224,1.46389,-14.62368,-31.606512,-45.148913,8.822,4.58381909,14.1995163,0.09398341,134.69524,208.670623,1325.27938,1527.64118,0.75866495,5.05208342,0.0550296,0.08054945,0.64663329,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89692181,0.8123603,1.63608763,1.46164563,2.44844794,0.21298751,,NA,NA,NA,NA,NA,NA,NA,NA
Amblyrhiza_inundata,0,2.18425,5.83794932,231.35499,10.6769721,206.1303,203.51286,313.243383,2.42774074,127.685,4.10213469,1.703,0.0044668,-5.672443,68.01067,1.93017206,4.01325,59.84064,72.45407,6.50958048,10.27758,4.64543035,1.85325,4.075,1.456,1.117,27.3807,89.65283,166.374933,419.79668,2.51096,11.27427,123.323523,10.9215818,-2.7660716,-9.9696057,-7.2123,27.47814,17.34545,20.62032,13.559,4.6325034,18.738,0.10594052,109.28089,214.81005,1174.91514,1495.47624,0.40357663,3.9473493,0.0576205,0.07882057,1.35114475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.09168503,0.65760915,1.38960139,1.76437959,2.04721054,0.20024844,extinct,NA,NA,NA,NA,NA,NA,NA,NA
Ammospermophilus_insularis,0,2.087,4.65588691,151,18.54909,148.67141,107.71778,113.92193,2.736,86.211,3.2877982,1.746,0.00320885,-6.1969974,79.81376,4.21902,1.62924,60.6041429,43.04748,6.18492101,26.65268,5.25112444,1.38933,7.879,1.154,1.244,28.54949,33.903812,123.20105,101.99,2.9723263,7.24279,70.8536127,4.41461482,24.53,24.39,24.46,-110.29,-110.39,-110.34,14,2.7080502,14,0.07,18,225,469.13774,1292.2482,0.37199094,7.03429663,0.15681372,0.10467803,0.63458736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.10436326,1.43960287,0.48811365,1.53813242,1.92771652,0.19732728,,NA,NA,NA,NA,NA,NA,NA,NA
Andalgalomys_roigi,0,1.306,4.31305136,122.04341,15.15832,123.15967,93.7848,80.7232527,2.703,82.57927,3.436265,1.087,0.00249655,-6.0109656,38.44429,2.25322,5.13504,49.2506129,46.94134,5.67981471,10.92471,4.21447538,1.07288,4.928,1.614,2.049,24.86733,24.353,100.52798,55.13486,3.7461863,8.32262,57.2536327,10.613975,5.01852,-1.5836224,1.46389,-14.62368,-31.606512,-45.148913,8.822,4.58381909,14.1995163,0.09398341,134.69524,208.670623,1325.27938,1527.64118,0.75866495,5.05208342,0.0550296,0.08054945,0.64663329,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89692181,0.8123603,1.63608763,1.46164563,2.44844794,0.21298751,,NA,NA,NA,NA,NA,NA,NA,NA
Beamys_major,0,1.312,3.90151712,111.76739,15.4442,112.76041,66.09734,56.44153,2.952,69.23305,3.19107483,1.352,0.0014675,-6.5622098,31.78577,4,5.04031,45.9903429,36.26704,7.36870211,14.13147,4.17915784,1.71884091,6.711,1.259,1.929,24.07805,18.02589,89.91263,37.61104,4.00109,6.78509,50.9576527,10.9615776,-8.9,-14.96,-11.93,35.23,32.83,34.03,3,4.0685138,8,0.07,85.43,205.93,913.61,1625.51,0.7942906,5.90145106,0.05111477,0.08247177,0.51455152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.82843144,1.38629436,1.61746759,1.36136548,3.00376195,0.22899707,,NA,NA,NA,NA,NA,NA,NA,NA
Boromys_offella,0,1.458,5.54963966,210.10578,12.4809321,194.10155,165.9242,242.81923,2.57174074,98.16891,3.87604037,1.296,0.00403331,-5.6327291,67.34009,1.89095833,3.59664,53.58962,69.99963,5.73487751,6.25516,4.73416956,1.25938,4.471,1.781,1.408,26.74373,71.30204,152.314763,270.819582,2.57086,11.13541,104.917323,10.9074691,-0.2438848,-5.228014,-2.8202308,20.96245,12.8377,16.40839,8.224,4.2635454,9.7770163,0.1253241,130.64436,217.46726,1299.01013,1533.39365,0.38235326,4.29183048,0.07690478,0.09295612,1.20519974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98135539,0.63708376,1.28000008,1.713733,1.91708383,0.20645292,extinct,NA,NA,NA,NA,NA,NA,NA,NA
Boromys_torrei,0,1.458,5.54963966,210.10578,12.4809321,194.10155,165.9242,242.81923,2.57174074,98.16891,3.87604037,1.296,0.00403331,-5.6327291,67.34009,1.89095833,3.59664,53.58962,69.99963,5.73487751,6.25516,4.73416956,1.25938,4.471,1.781,1.408,26.74373,71.30204,152.314763,270.819582,2.57086,11.13541,104.917323,10.9074691,-0.2438848,-5.228014,-2.8202308,20.96245,12.8377,16.40839,8.224,4.2635454,9.7770163,0.1253241,130.64436,217.46726,1299.01013,1533.39365,0.38235326,4.29183048,0.07690478,0.09295612,1.20519974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98135539,0.63708376,1.28000008,1.713733,1.91708383,0.20645292,extinct,NA,NA,NA,NA,NA,NA,NA,NA
Brotomys_contractus,0,1.458,5.54963966,210.10578,12.4809321,194.10155,165.9242,242.81923,2.57174074,98.16891,3.87604037,1.296,0.00403331,-5.6327291,67.34009,1.89095833,3.59664,53.58962,69.99963,5.73487751,6.25516,4.73416956,1.25938,4.471,1.781,1.408,26.74373,71.30204,152.314763,270.819582,2.57086,11.13541,104.917323,10.9074691,-0.2438848,-5.228014,-2.8202308,20.96245,12.8377,16.40839,8.224,4.2635454,9.7770163,0.1253241,130.64436,217.46726,1299.01013,1533.39365,0.38235326,4.29183048,0.07690478,0.09295612,1.20519974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98135539,0.63708376,1.28000008,1.713733,1.91708383,0.20645292,Extinct,NA,NA,NA,NA,NA,NA,NA,NA
Brotomys_voratus,0,1.458,5.54963966,210.10578,12.4809321,194.10155,165.9242,242.81923,2.57174074,98.16891,3.87604037,1.296,0.00403331,-5.6327291,67.34009,1.89095833,3.59664,53.58962,69.99963,5.73487751,6.25516,4.73416956,1.25938,4.471,1.781,1.408,26.74373,71.30204,152.314763,270.819582,2.57086,11.13541,104.917323,10.9074691,-0.2438848,-5.228014,-2.8202308,20.96245,12.8377,16.40839,8.224,4.2635454,9.7770163,0.1253241,130.64436,217.46726,1299.01013,1533.39365,0.38235326,4.29183048,0.07690478,0.09295612,1.20519974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98135539,0.63708376,1.28000008,1.713733,1.91708383,0.20645292,extinct,NA,NA,NA,NA,NA,NA,NA,NA
Brucepattersonius_albinasus,0,1.306,4.31305136,122.04341,15.15832,123.15967,93.7848,80.7232527,2.703,82.57927,3.436265,1.087,0.00249655,-6.0109656,38.44429,2.25322,5.13504,49.2506129,46.94134,5.67981471,10.92471,4.21447538,1.07288,4.928,1.614,2.049,24.86733,24.353,100.52798,55.13486,3.7461863,8.32262,57.2536327,10.613975,5.01852,-1.5836224,1.46389,-14.62368,-31.606512,-45.148913,8.822,4.58381909,14.1995163,0.09398341,134.69524,208.670623,1325.27938,1527.64118,0.75866495,5.05208342,0.0550296,0.08054945,0.64663329,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89692181,0.8123603,1.63608763,1.46164563,2.44844794,0.21298751,not_assessed,NA,NA,NA,NA,NA,NA,NA,NA
Capromys_gundlachianus,0,1.698,4.98258516,175.34125,13.19095,135.62679,148.23489,162.9849,2.80774074,83.99718,3.65229127,1.248,0.00247951,-6.1985251,62.54612,2.296615,4.08713,53.03004,58.06938,5.96704543,6.86282,4.52705339,1.58775,4.509,1.482,1.667,25.44754,48.582065,132.39059,152.956712,3.0297463,10.60022,80.6889027,8.93866491,1.92285,-2.6045722,-1.12474,29.07695,21.57634,26.76552,26.7445,4.51692705,33.2925163,0.13125876,120.166886,206.066954,1276.46329,1515.73081,0.50665399,4.73035942,0.06838764,0.0866821,0.99353152,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97085855,0.8314363,1.40784301,1.60594887,2.23927931,0.21016793,not_assessed,NA,NA,NA,NA,NA,NA,NA,NA
Cavia_porcellus,0,1.945,6.59028731,294.37555,9.30311,221.50589,465.14034,805.62403,1.972,336.05855,4.20454336,1,0.02189153,-4.6638137,106.393576,3.45,5,177.6,84.0718,6.05017947,31.66913,4.22814675,4.91011,2,1,1.333,16.68,212.34,218.35815,663.20214,2.40333,12.35794,234.925263,11.7775568,-5.7934477,-16.646796,-11.690988,37.1176,24.51705,31.26034,6.608,4.21374422,10.694,0.11728,111.819847,206.38599,1087.88832,1479.07664,0.7016955,2.65723939,0.0128735,0.06751074,1.90260113,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.17953383,1.23837423,1.60943791,1.88559695,2.84781214,0.11772172,not_assessed,NA,NA,NA,NA,NA,NA,NA,NA
Chelemys_delfini,0,1.306,4.31305136,122.04341,15.15832,123.15967,93.7848,80.7232527,2.703,82.57927,3.436265,1.087,0.00249655,-6.0109656,38.44429,2.25322,5.13504,49.2506129,46.94134,5.67981471,10.92471,4.21447538,1.07288,4.928,1.614,2.049,24.86733,24.353,100.52798,55.13486,3.7461863,8.32262,57.2536327,10.613975,5.01852,-1.5836224,1.46389,-14.62368,-31.606512,-45.148913,8.822,4.58381909,14.1995163,0.09398341,134.69524,208.670623,1325.27938,1527.64118,0.75866495,5.05208342,0.0550296,0.08054945,0.64663329,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89692181,0.8123603,1.63608763,1.46164563,2.44844794,0.21298751,,NA,NA,NA,NA,NA,NA,NA,NA
Clidomys_osborni,0,2.18425,5.83794932,231.35499,10.6769721,206.1303,203.51286,313.243383,2.42774074,127.685,4.10213469,1.703,0.0044668,-5.672443,68.01067,1.93017206,4.01325,59.84064,72.45407,6.50958048,10.27758,4.64543035,1.85325,4.075,1.456,1.117,27.3807,89.65283,166.374933,419.79668,2.51096,11.27427,123.323523,10.9215818,-2.7660716,-9.9696057,-7.2123,27.47814,17.34545,20.62032,13.559,4.6325034,18.738,0.10594052,109.28089,214.81005,1174.91514,1495.47624,0.40357663,3.9473493,0.0576205,0.07882057,1.35114475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.09168503,0.65760915,1.38960139,1.76437959,2.04721054,0.20024844,not_assessed,NA,NA,NA,NA,NA,NA,NA,NA
Clyomys_bishopi,0,1.312,3.40119738,100.57226,15.67174,122.41294,51.46949,39.2235871,2.958,77.47277,3.37263088,1.118,0.00389344,-5.7226514,35.11252,2.92705,4.28454,51.23511,36.25313,5.83804183,13.2315,4.24952132,1.20075,4.649,1.312,2.062,25.06921,14.2652761,83.9737,30.06593,3.7333463,7.56326,51.2771127,12.1031344,-20.09,-24.43,-22.26,-42.69,-48.1,-45.39,7,5.67754116,21,0.06,134.55,190.2,1192.08,1326.06,0.73040723,5.19268764,0.05076786,0.07988514,0.42777381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93642504,1.07399509,1.4550132,1.22412754,2.52900829,0.2112991,Clyomys laticeps,NA,NA,NA,NA,NA,NA,NA,NA
Conilurus_albipes,0,2.209,5.29831737,250,10.9600021,198.37309,201.01939,299.039383,2.31274074,129.96274,3.98646544,1.886,0.00462402,-5.6334117,67.13301,1.867105,4.48313,60.15613,72.17301,6.40935864,13.56779,4.54755139,2.43115,4,1.545,1.167,26.5527,84.33773,169.024753,374.543172,2.55353,11.29519,127.419493,11.0358585,-1.92536,-8.86103,-5.6421641,49.7215,39.9561,43.57039,12.8392,4.55597371,18.443,0.11188655,108.22905,213.21412,1151.54183,1509.62271,0.4448904,4.01271204,0.05177638,0.07813922,1.31763886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.09694335,0.6243891,1.50032146,1.66738929,2.12471057,0.20004497,extinct,NA,NA,NA,NA,NA,NA,NA,NA
Coryphomys_buehleri,0,1.912,4.51493278,139.11028,11.28139,105.38891,102.975,89.1270227,2.35874074,84.82819,3.38523489,1.62,0.00128913,-6.6243869,42.5861,2.554315,4.57441,43.86108,44.04353,7.46570331,11.23052,4.1758401,1.75275,4.03,1.369,1.867,20.42441,24.73418,112.19194,80.57718,3.92016,7.7489,67.0784627,10.6088513,0.05392,-4.5405513,-2.5303882,37.87502,32.0901239,35.69993,10.673,4.62554005,15.7035,0.12321536,95.30724,182.815173,1068.20287,1471.97762,0.69502897,4.44246829,0.05045853,0.07915794,0.72272499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.78102737,0.93778409,1.52047773,1.5073903,2.45826182,0.23441129,extinct,NA,NA,NA,NA,NA,NA,NA,NA
Cratogeomys_gymnurus,0,1.564,6.39691299,222.84933,13.80551,239.88996,201.10078,324.554293,3,125.75451,3.75697185,2,0.00333655,-6.1106002,98.90039,2.00712706,2.33979,52.04809,67.87426,6.39410799,10.03384,5.03388076,1.09665,5.553,1,1,32.97557,80.40088,144.2165,313.99379,2.41049,11.72127,109.559543,9.45020967,20.71,18.99,19.85,-100.38,-104.04,-102.21,19,4.36271639,19,0.07,83.68,192.03,852.09,1453.68,0.18697089,5.23190201,0.094884,0.09681312,1.15400108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9521681,0.69670438,0.85006118,1.85581553,1.54676556,0.21232147,not_assessed,NA,NA,NA,NA,NA,NA,NA,NA
Cratogeomys_neglectus,0,1.51,5.71201516,192.53,14.74022,164.80551,163.00572,214.42695,3,104.30751,3.67013815,2,0.00193677,-6.756692,88.65923,1.94,2.3533,58.7576629,60.28225,6.91383872,9.47352,4.93959026,1,5.459,1,1,31.67909,57.57586,136.48342,213.408582,2.59735,9.59198,89.4426327,5.02355152,21.11,20.98,21.05,-99.61,-99.74,-99.67,27,3.70179568,27,0.14,58.99,192.45,827.4,1279.99,0.20979204,5.56983747,0.09135585,0.09614404,1.02693132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07342158,0.66268797,0.8558186,1.74257188,1.51850657,0.2015705,not_assessed,NA,NA,NA,NA,NA,NA,NA,NA
Cratogeomys_tylorhinus,0,1.698,5.9999782,214.74,14.9804721,234.05576,174.94603,264.535143,4,110.29355,3.69806055,2,0.00344141,-6.2182127,100.03875,1.94,2.3752,58.3261429,65.84938,6.28677486,7.80983,5.04812921,1,5.766,1,1,35.94489,66.42886,143.41543,287.73022,2.41919,11.10408,99.8505227,10.3798494,21.5,18.83,20.17,-98.75,-103.76,-101.25,23,5.69672429,24,0.09,70.59,178.74,843.73,1357.12,0.20994,5.64865367,0.09069977,0.0938837,1.08219371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06605041,0.66268797,0.86508164,1.79175584,1.52776962,0.200079,not_assessed,NA,NA,NA,NA,NA,NA,NA,NA
Cratogeomys_zinseri,0,1.556,5.01063529,166.49947,14.7936121,116.49901,151.13784,135.221113,3,82.8424,3.5039353,2,0.00112672,-6.9852649,73.69861,2.3837,3.28866,52.6994129,47.23809,7.30986753,11.25317,4.47806607,1.023,5.565,1,1,27.06368,33.752965,124.99548,137.126352,3.32222,8.44267,71.7919027,6.32299603,21.31,21.1,21.2,-101.81,-102.1,-101.95,45,5.16478597,45,0.07,53,180.5,709,1301,0.41508865,5.73359439,0.08081689,0.09147731,0.78831166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96460431,0.8686539,1.19048019,1.61156271,2.05913409,0.21352227,not_assessed,NA,NA,NA,NA,NA,NA,NA,NA
Cricetomys_ansorgei,0,2.1,4.52877809,150.5665,12.72056,120.87941,130.92858,110.223593,2.33774074,79.30112,3.48660918,1.301,0.00227469,-6.1635754,50.91443,2.14638,4.30147,49.07216,49.04801,6.02246938,10.52165,4.37780341,1.47275,4.474,1.253,1.758,22.94212,32.644035,118.7294,97.2712,3.5127863,8.49233,68.5292027,10.8322447,-0.9179979,-6.0710997,-3.2040882,30.80247,24.49733,29.45302,12.0945,4.69127601,17.2730163,0.13881,116.74345,196.092087,1264.92905,1507.09742,0.6400934,4.97983492,0.05727975,0.08084016,0.8145184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.89329187,0.7637827,1.45895683,1.51045217,2.22273953,0.21802671,,NA,NA,NA,NA,NA,NA,NA,NA
Cricetomys_kivuensis,0,2.1,4.52877809,150.5665,12.72056,120.87941,130.92858,110.223593,2.33774074,79.30112,3.48660918,1.301,0.00227469,-6.1635754,50.91443,2.14638,4.30147,49.07216,49.04801,6.02246938,10.52165,4.37780341,1.47275,4.474,1.253,1.758,22.94212,32.644035,118.7294,97.2712,3.5127863,8.49233,68.5292027,10.8322447,-0.9179979,-6.0710997,-3.2040882,30.80247,24.49733,29.45302,12.0945,4.69127601,17.2730163,0.13881,116.74345,196.092087,1264.92905,1507.09742,0.6400934,4.97983492,0.05727975,0.08084016,0.8145184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.89329187,0.7637827,1.45895683,1.51045217,2.22273953,0.21802671,,NA,NA,NA,NA,NA,NA,NA,NA
Cryptomys_amatus,0,1.708,4.34042309,137.43733,14.26134,130.01407,48.51,77,2.554,115.9343,4.55387689,1.408,0.00910991,-5.7642054,57.41092,2.31193,4.39194,61.654,45.18037,6.28648748,16.25375,4.44770831,4.75875,5.241,1.46,1.653,26.2196633,39.13741,114.57378,138.41754,3.3143863,8.62433,83.7897727,10.7456994,2.20889059,-4.0053227,-1.6248982,42.04977,34.7783958,39.87434,15.378,4.48612802,23.0345,0.13453115,109.08664,213.64512,1129.48786,1511.70356,0.73638834,5.12980954,0.04717918,0.07959431,0.69124333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.12153811,0.83808267,1.47977104,1.46797183,2.31785372,0.19832478,,NA,NA,NA,NA,NA,NA,NA,NA
Cryptomys_mechowi,0,2.224,5.60410946,222.01832,9.75544,264.00667,163.2,272,1,208.49336,4.6443909,1,0.01007083,-5.1106696,112,2.6,1.99504,81.58225,72.2322,6.48241536,12,5.28180488,11,12,1,1,38.49,134.40602,156.6801,423.83917,2,12.43855,153.354643,14.177907,-8.02,-16.15,-12.09,35.51,12.33,23.92,1,2.84897089,2,0.19,98.05,214.66,889.09,1439.86,0.24561894,7.48944563,0.08760037,0.10105347,1.27346427,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40161171,0.95551145,0.6906641,1.72350016,1.64617555,0.17292232,Fukomys mechowi,NA,NA,NA,NA,NA,NA,NA,NA
